1.000000000000000000e+00,9.917718300000000000e+07
1.000000000000000000e+00,9.910016400000000000e+07
1.000000000000000000e+00,1.022185770000000000e+08
1.000000000000000000e+00,1.031334920000000000e+08
1.000000000000000000e+00,1.051881680000000000e+08
1.000000000000000000e+00,1.054650040000000000e+08
1.000000000000000000e+00,1.059994030000000000e+08
1.000000000000000000e+00,1.066476470000000000e+08
1.000000000000000000e+00,1.068781690000000000e+08
1.000000000000000000e+00,1.070412440000000000e+08
1.000000000000000000e+00,1.069421180000000000e+08
1.000000000000000000e+00,1.069926430000000000e+08
1.000000000000000000e+00,1.060651980000000000e+08
1.000000000000000000e+00,1.060779440000000000e+08
1.000000000000000000e+00,1.063812100000000000e+08
1.000000000000000000e+00,1.060927370000000000e+08
1.000000000000000000e+00,1.059128890000000000e+08
1.000000000000000000e+00,1.061123660000000000e+08
1.000000000000000000e+00,1.058310830000000000e+08
1.000000000000000000e+00,1.057326330000000000e+08
1.000000000000000000e+00,1.052228940000000000e+08
1.000000000000000000e+00,1.049789880000000000e+08
1.000000000000000000e+00,1.032214700000000000e+08
1.000000000000000000e+00,1.030951460000000000e+08
1.000000000000000000e+00,1.032633020000000000e+08
1.000000000000000000e+00,1.040500680000000000e+08
1.000000000000000000e+00,1.047919230000000000e+08
1.000000000000000000e+00,1.054824120000000000e+08
1.000000000000000000e+00,1.055767060000000000e+08
1.000000000000000000e+00,1.058860090000000000e+08
1.000000000000000000e+00,1.057027200000000000e+08
1.000000000000000000e+00,1.060572600000000000e+08
1.000000000000000000e+00,1.059478170000000000e+08
1.000000000000000000e+00,1.060397910000000000e+08
1.000000000000000000e+00,1.060808800000000000e+08
1.000000000000000000e+00,1.068027450000000000e+08
1.000000000000000000e+00,1.073010660000000000e+08
1.000000000000000000e+00,1.077031050000000000e+08
1.000000000000000000e+00,1.080525920000000000e+08
1.000000000000000000e+00,1.094975310000000000e+08
1.000000000000000000e+00,1.102083680000000000e+08
1.000000000000000000e+00,1.108080760000000000e+08
1.000000000000000000e+00,1.109621910000000000e+08
1.000000000000000000e+00,1.109934740000000000e+08
1.000000000000000000e+00,1.082188130000000000e+08
1.000000000000000000e+00,1.081346960000000000e+08
1.000000000000000000e+00,1.045143120000000000e+08
1.000000000000000000e+00,1.047570330000000000e+08
1.000000000000000000e+00,1.047075740000000000e+08
1.000000000000000000e+00,1.047603040000000000e+08
1.000000000000000000e+00,1.044905640000000000e+08
1.000000000000000000e+00,1.048033030000000000e+08
1.000000000000000000e+00,1.047555300000000000e+08
1.000000000000000000e+00,1.048331310000000000e+08
1.000000000000000000e+00,1.045400600000000000e+08
1.000000000000000000e+00,1.048668560000000000e+08
1.000000000000000000e+00,1.047637570000000000e+08
1.000000000000000000e+00,1.048584830000000000e+08
1.000000000000000000e+00,1.046461690000000000e+08
0.000000000000000000e+00,1.049355000000000000e+08
0.000000000000000000e+00,1.048454100000000000e+08
0.000000000000000000e+00,1.049644040000000000e+08
0.000000000000000000e+00,1.047290740000000000e+08
0.000000000000000000e+00,1.050206830000000000e+08
0.000000000000000000e+00,1.049181540000000000e+08
0.000000000000000000e+00,1.050409490000000000e+08
0.000000000000000000e+00,1.048046280000000000e+08
0.000000000000000000e+00,1.050762150000000000e+08
0.000000000000000000e+00,1.049539130000000000e+08
0.000000000000000000e+00,1.050583020000000000e+08
0.000000000000000000e+00,1.047828480000000000e+08
0.000000000000000000e+00,1.050813010000000000e+08
0.000000000000000000e+00,1.049895130000000000e+08
